sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
positif,"#pilihorangbaik #pilihjelasislamnya #pilihbajuputih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi. coblos 01 yuk kerja pasti !   https://bit.ly/2ogymxtâ ","#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi. Coblos 01 Yuk Kerja Pasti !   https://bit.ly/2OgymxtÂ ",pilihorangbaik pilihjelasislamnya pilihbajuputih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia  pencapaian ekonomi selama pemerintahan jokowi coblos  yuk kerja pasti    httpsbitlyogymxtâ,205,24,"['#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih', 'pilih', 'pemimpin', 'itu', 'yg', 'udh', 'jelas', 'banyak', 'pencapaiannya', '.', 'nah', ',', 'ini', 'dia', '5', 'pencapaian', 'ekonomi', 'selama', 'pemerintahan', 'jokowi', '.', 'coblos', '01', 'yuk', 'kerja', 'pasti', '!', 'https', ':', '//bit.ly/2ogymxtâ']","['#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih', 'pilih', 'pemimpin', 'yg', 'udh', 'pencapaiannya', '.', ',', '5', 'pencapaian', 'ekonomi', 'pemerintahan', 'jokowi', '.', 'coblos', '01', 'yuk', 'kerja', '!', 'https', ':', '//bit.ly/2ogymxtâ']","['', 'pilihorangbaik', '', 'pilihjelasislamnya', '', 'pilihbajuputih', 'pilih', 'pimpin', 'yg', 'udh', 'capai', '', '', '5', 'capai', 'ekonomi', 'perintah', 'jokowi', '', 'coblos', '01', 'yuk', 'kerja', '', 'https', '', 'bit ly 2ogymxt']", pilihorangbaik  pilihjelasislamnya  pilihbajuputih pilih pimpin yg udh capai   5 capai ekonomi perintah jokowi  coblos 01 yuk kerja  https  bit ly 2ogymxt
positif,"calon presiden jokowi menjelaskan program kartu pra kerja akan memberikan insentif dalam kurun waktu tertentu, bukan berarti memberikan gaji secara cuma-cuma bagi masyarakat yang belum berpenghasilan. #2019jokowikyaimaruf pic.twitter.com/nj2hhmiizv","Calon presiden Jokowi menjelaskan program Kartu Pra Kerja akan memberikan insentif dalam kurun waktu tertentu, bukan berarti memberikan gaji secara cuma-cuma bagi masyarakat yang belum berpenghasilan. #2019JokowiKyaiMaruf pic.twitter.com/Nj2hhmiIzv",calon presiden jokowi menjelaskan program kartu pra kerja akan memberikan insentif dalam kurun waktu tertentu bukan berarti memberikan gaji secara cumacuma bagi masyarakat yang belum berpenghasilan jokowikyaimaruf pictwittercomnjhhmiizv,236,28,"['calon', 'presiden', 'jokowi', 'menjelaskan', 'program', 'kartu', 'pra', 'kerja', 'akan', 'memberikan', 'insentif', 'dalam', 'kurun', 'waktu', 'tertentu', ',', 'bukan', 'berarti', 'memberikan', 'gaji', 'secara', 'cuma-cuma', 'bagi', 'masyarakat', 'yang', 'belum', 'berpenghasilan', '.', '#', '2019jokowikyaimaruf', 'pic.twitter.com/nj2hhmiizv']","['calon', 'presiden', 'jokowi', 'program', 'kartu', 'pra', 'kerja', 'insentif', 'kurun', ',', 'gaji', 'cuma-cuma', 'masyarakat', 'berpenghasilan', '.', '#', '2019jokowikyaimaruf', 'pic.twitter.com/nj2hhmiizv']","['calon', 'presiden', 'jokowi', 'program', 'kartu', 'pra', 'kerja', 'insentif', 'kurun', '', 'gaji', 'cuma', 'masyarakat', 'hasil', '', '', '2019jokowikyaimaruf', 'pic twitter com nj2hhmiizv']",calon presiden jokowi program kartu pra kerja insentif kurun  gaji cuma masyarakat hasil   2019jokowikyaimaruf pic twitter com nj2hhmiizv
negatif,"gak nginti lu to @yunartowijaya, dan si @at_abdillahtoha juga gak ngacaaa,, gak usah ngajarin sandi soal ekonomi dibanding jokowi.","Gak nginti Lu to @yunartowijaya, dan si @AT_AbdillahToha juga gak ngacaaa,, Gak usah ngajarin Sandi soal ekonomi dibanding Jokowi.",gak nginti lu to yunartowijaya dan si at_abdillahtoha juga gak ngacaaa gak usah ngajarin sandi soal ekonomi dibanding jokowi,124,19,"['gak', 'nginti', 'lu', 'to', '@', 'yunartowijaya', ',', 'dan', 'si', '@', 'at_abdillahtoha', 'juga', 'gak', 'ngacaaa', ',', ',', 'gak', 'usah', 'ngajarin', 'sandi', 'soal', 'ekonomi', 'dibanding', 'jokowi', '.']","['gak', 'nginti', 'lu', 'to', '@', 'yunartowijaya', ',', 'si', '@', 'at_abdillahtoha', 'gak', 'ngacaaa', ',', ',', 'gak', 'ngajarin', 'sandi', 'ekonomi', 'dibanding', 'jokowi', '.']","['gak', 'nginti', 'lu', 'to', '', 'yunartowijaya', '', 'si', '', 'at abdillahtoha', 'gak', 'ngacaaa', '', '', 'gak', 'ngajarin', 'sandi', 'ekonomi', 'banding', 'jokowi', '']",gak nginti lu to  yunartowijaya  si  at abdillahtoha gak ngacaaa   gak ngajarin sandi ekonomi banding jokowi 
positif,"menurut jokowi, pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal. petani sebagai produsen senang karena hasil kerjanya dihargai secara layak. #2019jokowikyaimaruf #rakyatinginjokowimenang  https://twitter.com/tag_nusantara/status/1061792783114022912/photo/1 pic.twitter.com/yzpyj7ihsoâ ","Menurut Jokowi, pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal. Petani sebagai produsen senang karena hasil kerjanya dihargai secara layak. #2019JokowiKyaiMaruf #RakyatInginJokowiMenang  https://twitter.com/tag_nusantara/status/1061792783114022912/photo/1 pic.twitter.com/YZpyj7IhSoÂ ",menurut jokowi pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal petani sebagai produsen senang karena hasil kerjanya dihargai secara layak jokowikyaimaruf rakyatinginjokowimenang  httpstwittercomtag_nusantarastatusphoto pictwittercomyzpyjihsoâ,272,26,"['menurut', 'jokowi', ',', 'pemerintah', 'selalu', 'berupaya', 'menjaga', 'keseimbangan', 'agar', 'harga', 'pada', 'posisi', 'normal', '.', 'petani', 'sebagai', 'produsen', 'senang', 'karena', 'hasil', 'kerjanya', 'dihargai', 'secara', 'layak', '.', '#', '2019jokowikyaimaruf', '#', 'rakyatinginjokowimenang', 'https', ':', '//twitter.com/tag_nusantara/status/1061792783114022912/photo/1', 'pic.twitter.com/yzpyj7ihsoâ']","['jokowi', ',', 'pemerintah', 'berupaya', 'menjaga', 'keseimbangan', 'harga', 'posisi', 'normal', '.', 'petani', 'produsen', 'senang', 'hasil', 'kerjanya', 'dihargai', 'layak', '.', '#', '2019jokowikyaimaruf', '#', 'rakyatinginjokowimenang', 'https', ':', '//twitter.com/tag_nusantara/status/1061792783114022912/photo/1', 'pic.twitter.com/yzpyj7ihsoâ']","['jokowi', '', 'perintah', 'upaya', 'jaga', 'imbang', 'harga', 'posisi', 'normal', '', 'tani', 'produsen', 'senang', 'hasil', 'kerja', 'harga', 'layak', '', '', '2019jokowikyaimaruf', '', 'rakyatinginjokowimenang', 'https', '', 'twitter com tag nusantara status 1061792783114022912 photo 1', 'pic twitter com yzpyj7ihso']",jokowi  perintah upaya jaga imbang harga posisi normal  tani produsen senang hasil kerja harga layak   2019jokowikyaimaruf  rakyatinginjokowimenang https  twitter com tag nusantara status 1061792783114022912 photo 1 pic twitter com yzpyj7ihso
netral,"terlalu berat nge bahas ekonomi dgn angka2.. cukup bahas mobil lejen aj,","Terlalu berat nge bahas ekonomi dgn angka2.. Cukup bahas mobil lejen aj,",terlalu berat nge bahas ekonomi dgn angka cukup bahas mobil lejen aj,68,12,"['terlalu', 'berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka2', '..', 'cukup', 'bahas', 'mobil', 'lejen', 'aj', ',']","['berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka2', '..', 'bahas', 'mobil', 'lejen', 'aj', ',']","['berat', 'nge', 'bahas', 'ekonomi', 'dgn', 'angka2', '', 'bahas', 'mobil', 'lejen', 'aj', '']",berat nge bahas ekonomi dgn angka2  bahas mobil lejen aj 
netral,"mantulz sekali pak..mengisi masa tenang dg umroh bersama kel tercinta, istri, anak2... pada ahirnya memang  keluarga lah asset plg berharga, sehat sll pakdeee...ðÿ‘ðÿ‘ðÿ‘","mantulz sekali pak..mengisi masa tenang dg umroh bersama kel tercinta, istri, anak2... pada ahirnya memang  keluarga lah asset plg berharga, sehat sll pakdeee...ðŸ‘ðŸ‘ðŸ‘",mantulz sekali pakmengisi masa tenang dg umroh bersama kel tercinta istri anak pada ahirnya memang  keluarga lah asset plg berharga sehat sll pakdeeeðÿðÿðÿ,155,23,"['mantulz', 'sekali', 'pak', '..', 'mengisi', 'masa', 'tenang', 'dg', 'umroh', 'bersama', 'kel', 'tercinta', ',', 'istri', ',', 'anak2', '...', 'pada', 'ahirnya', 'memang', 'keluarga', 'lah', 'asset', 'plg', 'berharga', ',', 'sehat', 'sll', 'pakdeee', '...', 'ðÿ', '‘', '\x8dðÿ', '‘', '\x8dðÿ', '‘', '\x8d']","['mantulz', '..', 'mengisi', 'tenang', 'dg', 'umroh', 'kel', 'tercinta', ',', 'istri', ',', 'anak2', '...', 'ahirnya', 'keluarga', 'asset', 'plg', 'berharga', ',', 'sehat', 'sll', 'pakdeee', '...', 'ðÿ', '‘', '\x8dðÿ', '‘', '\x8dðÿ', '‘', '\x8d']","['mantulz', '', 'isi', 'tenang', 'dg', 'umroh', 'kel', 'cinta', '', 'istri', '', 'anak2', '', 'ahirnya', 'keluarga', 'asset', 'plg', 'harga', '', 'sehat', 'sll', 'pakdeee', '', '', '', '', '', '', '', '']",mantulz  isi tenang dg umroh kel cinta  istri  anak2  ahirnya keluarga asset plg harga  sehat sll pakdeee        
positif,#pilihorangbaik #pilihjelasislamnya #pilihbajuputih  pentingnya sisi industri kreatif dan inovatif di era industri global. membuat jokowi tergerak untuk mengubah badan ekonomi kreatif (bekraf) menjadi sebuah kementerian . coblos 01 yuk kerja pasti !  pic.twitter.com/4vpqigzacq,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Pentingnya sisi industri kreatif dan inovatif di era industri global. Membuat jokowi tergerak untuk mengubah Badan Ekonomi Kreatif (Bekraf) menjadi sebuah kementerian . Coblos 01 Yuk Kerja Pasti !  pic.twitter.com/4VPqiGzAcq,pilihorangbaik pilihjelasislamnya pilihbajuputih  pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian  coblos  yuk kerja pasti   pictwittercomvpqigzacq,263,30,"['#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih', 'pentingnya', 'sisi', 'industri', 'kreatif', 'dan', 'inovatif', 'di', 'era', 'industri', 'global', '.', 'membuat', 'jokowi', 'tergerak', 'untuk', 'mengubah', 'badan', 'ekonomi', 'kreatif', '(', 'bekraf', ')', 'menjadi', 'sebuah', 'kementerian', '.', 'coblos', '01', 'yuk', 'kerja', 'pasti', '!', 'pic.twitter.com/4vpqigzacq']","['#', 'pilihorangbaik', '#', 'pilihjelasislamnya', '#', 'pilihbajuputih', 'sisi', 'industri', 'kreatif', 'inovatif', 'era', 'industri', 'global', '.', 'jokowi', 'tergerak', 'mengubah', 'badan', 'ekonomi', 'kreatif', '(', 'bekraf', ')', 'kementerian', '.', 'coblos', '01', 'yuk', 'kerja', '!', 'pic.twitter.com/4vpqigzacq']","['', 'pilihorangbaik', '', 'pilihjelasislamnya', '', 'pilihbajuputih', 'sisi', 'industri', 'kreatif', 'inovatif', 'era', 'industri', 'global', '', 'jokowi', 'gerak', 'ubah', 'badan', 'ekonomi', 'kreatif', '', 'bekraf', '', 'menteri', '', 'coblos', '01', 'yuk', 'kerja', '', 'pic twitter com 4vpqigzacq']", pilihorangbaik  pilihjelasislamnya  pilihbajuputih sisi industri kreatif inovatif era industri global  jokowi gerak ubah badan ekonomi kreatif  bekraf  menteri  coblos 01 yuk kerja  pic twitter com 4vpqigzacq
positif,"dalam 16 pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati, tidak ada itu khilafah, khilafah hanyalah bualan para makhluk di kolam #uasdifitnahkejidanbrutal #uasdifitnahkejibalasditps","dalam 16 pakta integritas antara Prabowo sandi dan Ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa Pancasila dan NKRI itu adalah harga mati, tidak ada itu khilafah, khilafah hanyalah bualan para makhluk di kolam #UASdifitnahKejiDanBrutal #UASdifitnahKejiBalasDiTPS",dalam  pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati tidak ada itu khilafah khilafah hanyalah bualan para makhluk di kolam uasdifitnahkejidanbrutal uasdifitnahkejibalasditps,273,37,"['dalam', '16', 'pakta', 'integritas', 'antara', 'prabowo', 'sandi', 'dan', 'ulama', 'yg', 'terlibat', 'dalam', 'ijtimak', 'ulama', 'sudah', 'sangat', 'jelas', 'bahwa', 'pancasila', 'dan', 'nkri', 'itu', 'adalah', 'harga', 'mati', ',', 'tidak', 'ada', 'itu', 'khilafah', ',', 'khilafah', 'hanyalah', 'bualan', 'para', 'makhluk', 'di', 'kolam', '#', 'uasdifitnahkejidanbrutal', '#', 'uasdifitnahkejibalasditps']","['16', 'pakta', 'integritas', 'prabowo', 'sandi', 'ulama', 'yg', 'terlibat', 'ijtimak', 'ulama', 'pancasila', 'nkri', 'harga', 'mati', ',', 'khilafah', ',', 'khilafah', 'bualan', 'makhluk', 'kolam', '#', 'uasdifitnahkejidanbrutal', '#', 'uasdifitnahkejibalasditps']","['16', 'pakta', 'integritas', 'prabowo', 'sandi', 'ulama', 'yg', 'libat', 'ijtimak', 'ulama', 'pancasila', 'nkri', 'harga', 'mati', '', 'khilafah', '', 'khilafah', 'bual', 'makhluk', 'kolam', '', 'uasdifitnahkejidanbrutal', '', 'uasdifitnahkejibalasditps']",16 pakta integritas prabowo sandi ulama yg libat ijtimak ulama pancasila nkri harga mati  khilafah  khilafah bual makhluk kolam  uasdifitnahkejidanbrutal  uasdifitnahkejibalasditps
netral,"saya dengar pak, mbak vidya, dari curup. dulu beli lipstik purbasari harga 25 ribu. tapi sekarang beli lipstik nyx gak cukup 25 ribu ðÿ˜­","Saya dengar pak, Mbak Vidya, dari Curup. Dulu beli lipstik Purbasari harga 25 ribu. Tapi sekarang beli lipstik NYX gak cukup 25 ribu ðŸ ̃­",saya dengar pak mbak vidya dari curup dulu beli lipstik purbasari harga  ribu tapi sekarang beli lipstik nyx gak cukup  ribu ðÿ,127,22,"['saya', 'dengar', 'pak', ',', 'mbak', 'vidya', ',', 'dari', 'curup', '.', 'dulu', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '.', 'tapi', 'sekarang', 'beli', 'lipstik', 'nyx', 'gak', 'cukup', '25', 'ribu', 'ðÿ˜\xad']","['dengar', ',', 'mbak', 'vidya', ',', 'curup', '.', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '.', 'beli', 'lipstik', 'nyx', 'gak', '25', 'ribu', 'ðÿ˜\xad']","['dengar', '', 'mbak', 'vidya', '', 'curup', '', 'beli', 'lipstik', 'purbasari', 'harga', '25', 'ribu', '', 'beli', 'lipstik', 'nyx', 'gak', '25', 'ribu', '']",dengar  mbak vidya  curup  beli lipstik purbasari harga 25 ribu  beli lipstik nyx gak 25 ribu 
positif,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun. sandi sejak jadi wagub jg demikian . susah ya cari orang seperti mereka?? yang gak ambil gaji dari hasil mereka kerja untuk negara!!  pic.twitter.com/ux372njznw,Prabowo Sejak jadi TNI puluhan tahun nggak dia ambil gajinya serupiah pun. Sandi sejak jadi Wagub jg demikian . Susah ya cari orang seperti mereka?? Yang gak ambil gaji dari hasil mereka kerja untuk negara!!  pic.twitter.com/UX372NjZnW,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun sandi sejak jadi wagub jg demikian  susah ya cari orang seperti mereka yang gak ambil gaji dari hasil mereka kerja untuk negara  pictwittercomuxnjznw,223,35,"['prabowo', 'sejak', 'jadi', 'tni', 'puluhan', 'tahun', 'nggak', 'dia', 'ambil', 'gajinya', 'serupiah', 'pun', '.', 'sandi', 'sejak', 'jadi', 'wagub', 'jg', 'demikian', '.', 'susah', 'ya', 'cari', 'orang', 'seperti', 'mereka', '?', '?', 'yang', 'gak', 'ambil', 'gaji', 'dari', 'hasil', 'mereka', 'kerja', 'untuk', 'negara', '!', '!', 'pic.twitter.com/ux372njznw']","['prabowo', 'tni', 'puluhan', 'nggak', 'ambil', 'gajinya', 'serupiah', '.', 'sandi', 'wagub', 'jg', '.', 'susah', 'ya', 'cari', 'orang', '?', '?', 'gak', 'ambil', 'gaji', 'hasil', 'kerja', 'negara', '!', '!', 'pic.twitter.com/ux372njznw']","['prabowo', 'tni', 'puluh', 'nggak', 'ambil', 'gaji', 'rupiah', '', 'sandi', 'wagub', 'jg', '', 'susah', 'ya', 'cari', 'orang', '', '', 'gak', 'ambil', 'gaji', 'hasil', 'kerja', 'negara', '', '', 'pic twitter com ux372njznw']",prabowo tni puluh nggak ambil gaji rupiah  sandi wagub jg  susah ya cari orang   gak ambil gaji hasil kerja negara   pic twitter com ux372njznw
netral,assalamu'alaikum.  saya tahu 1 suara itu sgt berharga dlm upaya memenangkan 02 @prabowo & @sandiuno saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah. semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa. semoga allah swt mengabulkan itu. aamiin ya rabb https://twitter.com/sandiuno/status/1117101696696455173â â€¦,Assalamu'alaikum.  Saya tahu 1 suara itu sgt berharga dlm upaya memenangkan 02 @prabowo & @sandiuno saya hrs merelakan suara dikarenakan berada di Jkt namun KTP daerah. Semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa. Semoga Allah SWT mengabulkan itu. Aamiin ya Rabb https://twitter.com/sandiuno/status/1117101696696455173Â â€¦,assalamualaikum  saya tahu  suara itu sgt berharga dlm upaya memenangkan  prabowo  sandiuno saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa semoga allah swt mengabulkan itu aamiin ya rabb httpstwittercomsandiunostatusâ â,301,43,"[""assalamu'alaikum"", '.', 'saya', 'tahu', '1', 'suara', 'itu', 'sgt', 'berharga', 'dlm', 'upaya', 'memenangkan', '02', '@', 'prabowo', '&', '@', 'sandiuno', 'saya', 'hrs', 'merelakan', 'suara', 'dikarenakan', 'berada', 'di', 'jkt', 'namun', 'ktp', 'daerah', '.', 'semoga', 'suara', 'saya', 'yg', 'tdk', 'disertakan', 'bisa', 'terbalaskan', 'dgn', 'doa', '.', 'semoga', 'allah', 'swt', 'mengabulkan', 'itu', '.', 'aamiin', 'ya', 'rabb', 'https', ':', '//twitter.com/sandiuno/status/1117101696696455173â', 'â€¦']","[""assalamu'alaikum"", '.', '1', 'suara', 'sgt', 'berharga', 'dlm', 'upaya', 'memenangkan', '02', '@', 'prabowo', '&', '@', 'sandiuno', 'hrs', 'merelakan', 'suara', 'jkt', 'ktp', 'daerah', '.', 'semoga', 'suara', 'yg', 'tdk', 'disertakan', 'terbalaskan', 'dgn', 'doa', '.', 'semoga', 'allah', 'swt', 'mengabulkan', '.', 'aamiin', 'ya', 'rabb', 'https', ':', '//twitter.com/sandiuno/status/1117101696696455173â', 'â€¦']","['assalamu alaikum', '', '1', 'suara', 'sgt', 'harga', 'dlm', 'upaya', 'menang', '02', '', 'prabowo', '', '', 'sandiuno', 'hrs', 'rela', 'suara', 'jkt', 'ktp', 'daerah', '', 'moga', 'suara', 'yg', 'tdk', 'serta', 'balas', 'dgn', 'doa', '', 'moga', 'allah', 'swt', 'kabul', '', 'aamiin', 'ya', 'rabb', 'https', '', 'twitter com sandiuno status 1117101696696455173', '']",assalamu alaikum  1 suara sgt harga dlm upaya menang 02  prabowo   sandiuno hrs rela suara jkt ktp daerah  moga suara yg tdk serta balas dgn doa  moga allah swt kabul  aamiin ya rabb https  twitter com sandiuno status 1117101696696455173 
negatif,"jika terpilih, prabowo-sandiaga janji tak ambil gaji  -  kita tahu mereka orang-orang yang superkaya, mbok ya rendah hatilah jangan menyatakan kata2 berkonotasi angkuh !!  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=twitter#echobox=1555171378â â€¦","Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  -  Kita tahu mereka orang-orang yang superkaya, mbok ya rendah hatilah jangan menyatakan kata2 berkonotasi angkuh !!  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1555171378Â â€¦",jika terpilih prabowosandiaga janji tak ambil gaji    kita tahu mereka orangorang yang superkaya mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh   httpsmdetikcomnewsberitadjikaterpilihprabowosandiagajanjitakambilgajiutm_contentdetikcomutm_termechoboxutm_mediumoautm_campaigndetikcomsocmedutm_sourcetwitterechoboxâ â,332,24,"['jika', 'terpilih', ',', 'prabowo-sandiaga', 'janji', 'tak', 'ambil', 'gaji', '-', 'kita', 'tahu', 'mereka', 'orang-orang', 'yang', 'superkaya', ',', 'mbok', 'ya', 'rendah', 'hatilah', 'jangan', 'menyatakan', 'kata2', 'berkonotasi', 'angkuh', '!', '!', 'https', ':', '//m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji', '?', 'utm_content=detikcom', '&', 'utm_term=echobox', '&', 'utm_medium=oa', '&', 'utm_campaign=detikcomsocmed', '&', 'utm_source=twitter', '#', 'echobox=1555171378â', 'â€¦']","['terpilih', ',', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '-', 'orang-orang', 'superkaya', ',', 'mbok', 'ya', 'rendah', 'hatilah', 'kata2', 'berkonotasi', 'angkuh', '!', '!', 'https', ':', '//m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji', '?', 'utm_content=detikcom', '&', 'utm_term=echobox', '&', 'utm_medium=oa', '&', 'utm_campaign=detikcomsocmed', '&', 'utm_source=twitter', '#', 'echobox=1555171378â', 'â€¦']","['pilih', '', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '-', 'orang', 'superkaya', '', 'mbok', 'ya', 'rendah', 'hati', 'kata2', 'konotasi', 'angkuh', '', '', 'https', '', 'm detik com news berita d-4509616 jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji', '', 'utm content detikcom', '', 'utm term echobox', '', 'utm medium oa', '', 'utm campaign detikcomsocmed', '', 'utm source twitter', '', 'echobox 1555171378', '']",pilih  prabowo-sandiaga janji ambil gaji - orang superkaya  mbok ya rendah hati kata2 konotasi angkuh   https  m detik com news berita d-4509616 jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji  utm content detikcom  utm term echobox  utm medium oa  utm campaign detikcomsocmed  utm source twitter  echobox 1555171378 
negatif,@prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan 02 ? mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakat/mujahadah .jika tdk maka 02 akan gagal.ayo semua  tirakat/ munajad.in,@prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan 02 ? Mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakat/mujahadah .Jika tdk maka 02 akan gagal.Ayo semua  tirakat/ munajad.In,prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan   mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakatmujahadah jika tdk maka  akan gagalayo semua  tirakat munajadin,244,35,"['@', 'prabowo', 'apa', 'bapak', 'gak', 'menghargai', 'relawan', 'yg', 'puasa', 'dan', 'tirakatan', 'munajad', 'semalam', 'suntuk', 'berdoa', 'untuk', 'kemenangan', '02', '?', 'mhn', 'dibalas', 'tweet', 'dan', 'kontribusi', 'ngopi', 'rokok', 'dll', 'mereka', 'yg', 'tirakat/mujahadah', '.jika', 'tdk', 'maka', '02', 'akan', 'gagal.ayo', 'semua', 'tirakat/', 'munajad.in']","['@', 'prabowo', 'gak', 'menghargai', 'relawan', 'yg', 'puasa', 'tirakatan', 'munajad', 'semalam', 'suntuk', 'berdoa', 'kemenangan', '02', '?', 'mhn', 'dibalas', 'tweet', 'kontribusi', 'ngopi', 'rokok', 'dll', 'yg', 'tirakat/mujahadah', '.jika', 'tdk', '02', 'gagal.ayo', 'tirakat/', 'munajad.in']","['', 'prabowo', 'gak', 'harga', 'rawan', 'yg', 'puasa', 'tirakat', 'munajad', 'malam', 'suntuk', 'doa', 'menang', '02', '', 'mhn', 'balas', 'tweet', 'kontribusi', 'ngopi', 'rokok', 'dll', 'yg', 'tirakat mujahadah', 'jika', 'tdk', '02', 'gagal ayo', 'tirakat', 'munajad in']", prabowo gak harga rawan yg puasa tirakat munajad malam suntuk doa menang 02  mhn balas tweet kontribusi ngopi rokok dll yg tirakat mujahadah jika tdk 02 gagal ayo tirakat munajad in
positif,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  #17apriltusukprabowosandi,Prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  #17AprilTusukPrabowoSandi,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  apriltusukprabowosandi,180,25,"['prabowo', 'sandi', 'menang', 'otomatis', 'kita', 'ikut', 'bersedekah', 'bagi', 'kaum', 'farkir', 'miskin', 'dan', 'dhuafa', 'melalui', 'gaji', 'mereka', 'berfua', 'yg', 'tidak', 'akan', 'diambil', 'dan', 'akan', 'disedekahkan', '#', '17apriltusukprabowosandi']","['prabowo', 'sandi', 'menang', 'otomatis', 'bersedekah', 'kaum', 'farkir', 'miskin', 'dhuafa', 'gaji', 'berfua', 'yg', 'diambil', 'disedekahkan', '#', '17apriltusukprabowosandi']","['prabowo', 'sandi', 'menang', 'otomatis', 'sedekah', 'kaum', 'farkir', 'miskin', 'dhuafa', 'gaji', 'berfua', 'yg', 'ambil', 'sedekah', '', '17apriltusukprabowosandi']",prabowo sandi menang otomatis sedekah kaum farkir miskin dhuafa gaji berfua yg ambil sedekah  17apriltusukprabowosandi
